id,title,category,price,rating,user_id,remaining_interaction_string,query,classification,preferences,new_query,target_count,targets,primary_target_id
0062217070,item_0062217070,,0.0,4.0,A10RAGCKPARNMI,0142420980|0142424935|0062102907|0062117181|0062114875,"I enjoy reading books like book_0061450545, book_0061575399, book_014241980X, book_0141326085, book_014242899X, book_0061802360. Can you recommend similar books I might enjoy?",1,"The user likes: book_0061450545, book_0061575399, book_014241980X, book_0141326085, book_014242899X","I enjoy reading books like book_0061450545, book_0061575399, book_014241980X, book_0141326085, book_014242899X, book_0061802360. Can you recommend similar books I might enjoy?",1,0062217070|0062128051|0062294784|0062224735|0062217100|0062220004,0062217070
0140258795,item_0140258795,,0.0,4.0,A10T0OW97SFBB,0007157150|014132113X|014143998X|0141040343|0020427859,"I enjoy reading books like book_0060850523, book_0140183884, book_0140444491, book_0060652950, book_0075536498, book_0028741013. Can you recommend similar books I might enjoy?",1,"The user likes: book_0060850523, book_0140183884, book_0140444491, book_0060652950, book_0075536498","I enjoy reading books like book_0060850523, book_0140183884, book_0140444491, book_0060652950, book_0075536498, book_0028741013. Can you recommend similar books I might enjoy?",1,0140258795|014017737X|0060594330|0143035908|0140058508|0061582603,0140258795
006207203X,item_006207203X,,0.0,4.0,A10UGRJMQW8UU7,0061701246|0062024027|0061284424|0062008242|0062011995,"I enjoy reading books like book_0142416665, book_0141331879, book_0142415758, book_0061779814, book_0061766666, book_0061985848. Can you recommend similar books I might enjoy?",1,"The user likes: book_0142416665, book_0141331879, book_0142415758, book_0061779814, book_0061766666","I enjoy reading books like book_0142416665, book_0141331879, book_0142415758, book_0061779814, book_0061766666, book_0061985848. Can you recommend similar books I might enjoy?",1,006207203X|0062071130|0061996181|0062027875,006207203X
0006514006,item_0006514006,,0.0,4.0,A10VOEBL5S337W,014241381X|0142413836|0152020683|0156027518|0006371949,"I enjoy reading books like book_0141302038, book_0060280778, book_014131088X, book_015626224X, book_0064462188, book_0060194995. Can you recommend similar books I might enjoy?",1,"The user likes: book_0141302038, book_0060280778, book_014131088X, book_015626224X, book_0064462188","I enjoy reading books like book_0141302038, book_0060280778, book_014131088X, book_015626224X, book_0064462188, book_0060194995. Can you recommend similar books I might enjoy?",1,0006514006|0061930059|0140273883|0151002703,0006514006
0062090364,item_0062090364,,0.0,4.0,A10VP1DE5X7IR3,0062059939|0142402516|0061985848|0062071130|014242207X,"I enjoy reading books like book_0062024035, book_0142419672, book_0142421715, book_0061229652, book_014241977X, book_0142415995. Can you recommend similar books I might enjoy?",1,"The user likes: book_0062024035, book_0142419672, book_0142421715, book_0061229652, book_014241977X","I enjoy reading books like book_0062024035, book_0142419672, book_0142421715, book_0061229652, book_014241977X, book_0142415995. Can you recommend similar books I might enjoy?",1,0062090364|0062059963|0062060783|0062224735|0062060813,0062090364
0062071130,item_0062071130,,0.0,4.0,A10XN3J1JEXLTJ,0061799254|0142414204|006173506X|0061914657|015205507X,"I enjoy reading books like book_0061451029, book_0061288543, book_0061731048, book_0061776793, book_0142417793, book_006166152X. Can you recommend similar books I might enjoy?",1,"The user likes: book_0061451029, book_0061288543, book_0061731048, book_0061776793, book_0142417793","I enjoy reading books like book_0061451029, book_0061288543, book_0061731048, book_0061776793, book_0142417793, book_006166152X. Can you recommend similar books I might enjoy?",1,0062071130|0061996181|014242207X|0061257095|0062077902|0142426040|006197885X|0142422959|0142422010|0142419400|0141348291,0062071130
0060889632,item_0060889632,,0.0,4.0,A10YWQ4AAAE29O,0307275825|0061994316|0307393879|0307273563|0307394999,"I enjoy reading books like book_014314264X, book_0143114425, book_0307351262, book_0061843407, book_0060393491, book_0143118579. Can you recommend similar books I might enjoy?",1,"The user likes: book_014314264X, book_0143114425, book_0307351262, book_0061843407, book_0060393491","I enjoy reading books like book_014314264X, book_0143114425, book_0307351262, book_0061843407, book_0060393491, book_0143118579. Can you recommend similar books I might enjoy?",1,0060889632|0062085492|0062088254|006232344X|0062307525,0060889632
0307460703,item_0307460703,,0.0,4.0,A1129LM24YWSZV,0142001325|0006550436|0140179836|0060838728|0062073729,"I enjoy reading books like book_0306818027, book_0300046014, book_014029628X, book_0060391626, book_0142001740, book_0060838582. Can you recommend similar books I might enjoy?",1,"The user likes: book_0306818027, book_0300046014, book_014029628X, book_0060391626, book_0142001740","I enjoy reading books like book_0306818027, book_0300046014, book_014029628X, book_0060391626, book_0142001740, book_0060838582. Can you recommend similar books I might enjoy?",1,0307460703|0141039280|0060596996|0140167773,0307460703
012385489X,item_012385489X,,0.0,4.0,A1143YEAZYMYHJ,0061827010|0137153155|0061825867|0307459659|0061558222,"I enjoy reading books like book_0066620414, book_0061703257, book_0061234001, book_0151012032, book_0061579084, book_0061625108. Can you recommend similar books I might enjoy?",1,"The user likes: book_0066620414, book_0061703257, book_0061234001, book_0151012032, book_0061579084","I enjoy reading books like book_0066620414, book_0061703257, book_0061234001, book_0151012032, book_0061579084, book_0061625108. Can you recommend similar books I might enjoy?",1,012385489X|0133090396|0199976279|0307378527,012385489X
0156949601,item_0156949601,,0.0,4.0,A114YQ7ZT9Y1W5,0140449175|0140153195|0140153217|0140153209|0140153225,"I enjoy reading books like book_0020519109, book_0060755334, book_0156421178, book_0140445145, book_0060932139, book_0141180358. Can you recommend similar books I might enjoy?",1,"The user likes: book_0020519109, book_0060755334, book_0156421178, book_0140445145, book_0060932139","I enjoy reading books like book_0020519109, book_0060755334, book_0156421178, book_0140445145, book_0060932139, book_0141180358. Can you recommend similar books I might enjoy?",1,0156949601|0061692034|0192833928|0300093055|0060975776|0140442421|0140152741,0156949601
0062270044,item_0062270044,,0.0,4.0,A1157CR0T5UM9D,0061834785|0137137486|0307272087|0307460959|006176826X,"I enjoy reading books like book_0142001325, book_0060393556, book_0151008116, book_0060006927, book_0143034480, book_0143037145. Can you recommend similar books I might enjoy?",1,"The user likes: book_0142001325, book_0060393556, book_0151008116, book_0060006927, book_0143034480","I enjoy reading books like book_0142001325, book_0060393556, book_0151008116, book_0060006927, book_0143034480, book_0143037145. Can you recommend similar books I might enjoy?",1,0062270044|0062237896|019982830X|0199964270,0062270044
0307378705,item_0307378705,,0.0,4.0,A116J8AUC3JSN2,0156027607|0307388670|0307268861|0141884819|0132230852,"I enjoy reading books like book_0307277674, book_0307388921, book_0141026162, book_0156029588, book_0156006391, book_0061438596. Can you recommend similar books I might enjoy?",1,"The user likes: book_0307277674, book_0307388921, book_0141026162, book_0156029588, book_0156006391","I enjoy reading books like book_0307277674, book_0307388921, book_0141026162, book_0156029588, book_0156006391, book_0061438596. Can you recommend similar books I might enjoy?",1,0307378705|0099513021|006171951X|0307389189,0307378705
0061991066,item_0061991066,,0.0,4.0,A116QZVZDPF8GK,0062120336|0143036424|0143038389|0060173858|0141441178,"I enjoy reading books like book_014242059X, book_0230755062, book_0143123300, book_0062088149, book_0142196835, book_0307272222. Can you recommend similar books I might enjoy?",1,"The user likes: book_014242059X, book_0230755062, book_0143123300, book_0062088149, book_0142196835","I enjoy reading books like book_014242059X, book_0230755062, book_0143123300, book_0062088149, book_0142196835, book_0307272222. Can you recommend similar books I might enjoy?",1,0061991066|0143118579|0062088254|0007269854|0142180815,0061991066
0061575224,item_0061575224,,0.0,4.0,A11A0XD48NAQPR,0142004227|014303698X|0143118242|0099555352|0307346943,"I enjoy reading books like book_0143036955, book_0060505281, book_0131855174, book_0143112031, book_0307277941, book_0060575735. Can you recommend similar books I might enjoy?",1,"The user likes: book_0143036955, book_0060505281, book_0131855174, book_0143112031, book_0307277941","I enjoy reading books like book_0143036955, book_0060505281, book_0131855174, book_0143112031, book_0307277941, book_0060575735. Can you recommend similar books I might enjoy?",1,0061575224|0060735066|0061030635|0061582727|0060722304|006114665X,0061575224
0297817906,item_0297817906,,0.0,4.0,A11B61QBGHLQDN,0195337115|0142800562|0061626813|0060652969|0192834088,"I enjoy reading books like book_0140186832, book_0141182571, book_0060599804, book_0060930187, book_0140620303, book_0060505869. Can you recommend similar books I might enjoy?",1,"The user likes: book_0140186832, book_0141182571, book_0060599804, book_0060930187, book_0140620303","I enjoy reading books like book_0140186832, book_0141182571, book_0060599804, book_0060930187, book_0140620303, book_0060505869. Can you recommend similar books I might enjoy?",1,0297817906|0199737509|0007449232|0062237187|0062073168|0062267337|0062073125|0062259512|0151011958|0061896454|0062088254,0297817906
0307346609,item_0307346609,,0.0,4.0,A11DCTGTPS7M0C,0099526832|0140275657|0140074481|014006110X|0141001763,"I enjoy reading books like book_0140185232, book_0140188479, book_0140062866, book_0060542977, book_0099287595, book_0140187650. Can you recommend similar books I might enjoy?",1,"The user likes: book_0140185232, book_0140188479, book_0140062866, book_0060542977, book_0099287595","I enjoy reading books like book_0140185232, book_0140188479, book_0140062866, book_0060542977, book_0099287595, book_0140187650. Can you recommend similar books I might enjoy?",1,0307346609|0061582484|0061673749|0307387178|0140186255|0140390839|0252064798|0140390464|0140277447,0307346609
0062279483,item_0062279483,,0.0,4.0,A11I1I9QLMAM1A,0061953407|0062062794|0062108050|0195399781|0142405701,"I enjoy reading books like book_006073132X, book_0061449067, book_0061922315, book_0061284416, book_006173506X, book_0061449091. Can you recommend similar books I might enjoy?",1,"The user likes: book_006073132X, book_0061449067, book_0061922315, book_0061284416, book_006173506X","I enjoy reading books like book_006073132X, book_0061449067, book_0061922315, book_0061284416, book_006173506X, book_0061449091. Can you recommend similar books I might enjoy?",1,0062279483|006219447X|0199986118|0062237470|0300166311|0062273205|0062307304|0062294059|0062293605|0199315736|0062279203|0062274627|0062305301|006222560X|0062208527|0062199803,0062279483
0061702587,item_0061702587,,0.0,4.0,A11JMMUU3WH034,0060193611|0143058754|0143119605|0143112627|0007136838,"I enjoy reading books like book_0061939897, book_0151012709, book_0140272011, book_000224053X, book_029764680X, book_0060506040. Can you recommend similar books I might enjoy?",1,"The user likes: book_0061939897, book_0151012709, book_0140272011, book_000224053X, book_029764680X","I enjoy reading books like book_0061939897, book_0151012709, book_0140272011, book_000224053X, book_029764680X, book_0060506040. Can you recommend similar books I might enjoy?",1,0061702587|0099526409|0230619932|0002219417|0307387178,0061702587
0062105655,item_0062105655,,0.0,4.0,A11K70GWSB7A5Z,0061779725|014014773X|030726999X|0143117785|0061147958,"I enjoy reading books like book_0060590270, book_0060590297, book_0061438596, book_0061537934, book_0061236187, book_0142800821. Can you recommend similar books I might enjoy?",1,"The user likes: book_0060590270, book_0060590297, book_0061438596, book_0061537934, book_0061236187","I enjoy reading books like book_0060590270, book_0060590297, book_0061438596, book_0061537934, book_0061236187, book_0142800821. Can you recommend similar books I might enjoy?",1,0062105655|0062217208|0007444117|0061779768|0060588284,0062105655
0062114875,item_0062114875,,0.0,4.0,A11L3YX5WIDKJ,0061284408|0002007770|0061957895|0060788194|0061961183,"I enjoy reading books like book_0099740915, book_0062026518, book_014241591X, book_015206396X, book_0062026488, book_0062048554. Can you recommend similar books I might enjoy?",1,"The user likes: book_0099740915, book_0062026518, book_014241591X, book_015206396X, book_0062026488","I enjoy reading books like book_0099740915, book_0062026518, book_014241591X, book_015206396X, book_0062026488, book_0062048554. Can you recommend similar books I might enjoy?",1,0062114875|0062085484|0062085530|0142427551|0141339624|0062085573|0062294776|0062076116|0060283246|0061957933|0062024140,0062114875
0060575271,item_0060575271,,0.0,4.0,A11M98R135HMSY,0060011912|0307275639|0061015725|0060652934|0060002484,"I enjoy reading books like book_0061009059, book_0061998982, book_0061990558, book_0140012486, book_0061774618, book_0060739681. Can you recommend similar books I might enjoy?",1,"The user likes: book_0061009059, book_0061998982, book_0061990558, book_0140012486, book_0061774618","I enjoy reading books like book_0061009059, book_0061998982, book_0061990558, book_0140012486, book_0061774618, book_0060739681. Can you recommend similar books I might enjoy?",1,0060575271|0061097853|0230014801|0143142437|0307277461|0060746769|0061230901,0060575271
0060826568,item_0060826568,,0.0,4.0,A11MLCDN9TR0PB,0142004170|014024364X|0099994003|0143037110|0061231770,"I enjoy reading books like book_0141007540, book_0195178238, book_0140114068, book_0143036637, book_0297825038, book_014043268X. Can you recommend similar books I might enjoy?",1,"The user likes: book_0141007540, book_0195178238, book_0140114068, book_0143036637, book_0297825038","I enjoy reading books like book_0141007540, book_0195178238, book_0140114068, book_0143036637, book_0297825038, book_014043268X. Can you recommend similar books I might enjoy?",1,0060826568|0192839993|014005667X|0142004839|0156148501,0060826568
0062231707,item_0062231707,,0.0,4.0,A11NL2A0RDEGF,030727733X|0060977493|0307386171|0140119906|0099429799,"I enjoy reading books like book_014029628X, book_0060838744, book_0141000023, book_0307275132, book_0007172826, book_0060175699. Can you recommend similar books I might enjoy?",1,"The user likes: book_014029628X, book_0060838744, book_0141000023, book_0307275132, book_0007172826","I enjoy reading books like book_014029628X, book_0060838744, book_0141000023, book_0307275132, book_0007172826, book_0060175699. Can you recommend similar books I might enjoy?",1,0062231707|0062049666|0141023384|0060764864|0062120395|014303586X|0307394956|0099450259|0140167773,0062231707
0061146307,item_0061146307,,0.0,4.0,A11ON2OFCF6RTV,0140306013|0060273224|0061148512|0060575913|006207993X,"I enjoy reading books like book_0064472051, book_0140131558, book_0060010800, book_014018936X, book_0140185224, book_0142302376. Can you recommend similar books I might enjoy?",1,"The user likes: book_0064472051, book_0140131558, book_0060010800, book_014018936X, book_0140185224","I enjoy reading books like book_0064472051, book_0140131558, book_0060010800, book_014018936X, book_0140185224, book_0142302376. Can you recommend similar books I might enjoy?",1,0061146307|0061146315|0061146331|0060574747|0064407691|0064408639|0141301163,0061146307
0007449232,item_0007449232,,0.0,4.0,A11OTLEDSW8ZXD,0061804096|0240817877|0061782238|0307265722|0061958867,"I enjoy reading books like book_0140112952, book_0141800356, book_0060817089, book_0140053204, book_0307475255, book_0156032791. Can you recommend similar books I might enjoy?",1,"The user likes: book_0140112952, book_0141800356, book_0060817089, book_0140053204, book_0307475255","I enjoy reading books like book_0140112952, book_0141800356, book_0060817089, book_0140053204, book_0307475255, book_0156032791. Can you recommend similar books I might enjoy?",1,0007449232|0151013403|0195398653|0307460134|0307379361|0061791083|0062259512|0061915416|0062246879|0199986118|0307377210|0199315736,0007449232
0307272591,item_0307272591,,0.0,4.0,A11WBEK5XODYVM,0060956739|0143121073|0062049801|0151014434|0142417750,"I enjoy reading books like book_0142800821, book_0061724769, book_0151013896, book_006182593X, book_0307269868, book_0060571187. Can you recommend similar books I might enjoy?",1,"The user likes: book_0142800821, book_0061724769, book_0151013896, book_006182593X, book_0307269868","I enjoy reading books like book_0142800821, book_0061724769, book_0151013896, book_006182593X, book_0307269868, book_0060571187. Can you recommend similar books I might enjoy?",1,0307272591|0062213784|030727179X|0061783749|0060889632|0060194995|0062202715,0307272591
0307273571,item_0307273571,,0.0,4.0,A11XAIFA10G7TS,0142427772|0061961175|0307393992|030737792X|0143145444,"I enjoy reading books like book_0060513608, book_0307275132, book_0006514006, book_0060736585, book_0143114638, book_0061998869. Can you recommend similar books I might enjoy?",1,"The user likes: book_0060513608, book_0307275132, book_0006514006, book_0060736585, book_0143114638","I enjoy reading books like book_0060513608, book_0307275132, book_0006514006, book_0060736585, book_0143114638, book_0061998869. Can you recommend similar books I might enjoy?",1,0307273571|0062135449|0307475255|0307341542|0307279464|0307387178|0062200577|0062132466|006101351X|0062077562|0060586125|0307352145|0143115626|0141345659,0307273571
0152063684,item_0152063684,,0.0,4.0,A11YV6VC51HJTV,006109398X|0061020400|0060937866|0060763957|0060218053,"I enjoy reading books like book_0061020648, book_006102063X, book_0061020613, book_0060198516, book_0061092193, book_0061056901. Can you recommend similar books I might enjoy?",1,"The user likes: book_0061020648, book_006102063X, book_0061020613, book_0060198516, book_0061092193","I enjoy reading books like book_0061020648, book_006102063X, book_0061020613, book_0060198516, book_0061092193, book_0061056901. Can you recommend similar books I might enjoy?",1,0152063684|0060590319|0060530928|0061662550|0061558230|0061763144|0060874376,0152063684
014312093X,item_014312093X,,0.0,4.0,A120MT4EOEP9N1,0140185003|0143038273|0143037730|0142004146|0142004154,"I enjoy reading books like book_0140255893, book_0060974060, book_0060565276, book_0060883960, book_0307265439, book_0307387135. Can you recommend similar books I might enjoy?",1,"The user likes: book_0140255893, book_0060974060, book_0060565276, book_0060883960, book_0307265439","I enjoy reading books like book_0140255893, book_0060974060, book_0060565276, book_0060883960, book_0307265439, book_0307387135. Can you recommend similar books I might enjoy?",1,014312093X|0142002070|0143122207|0099453452|014311977X,014312093X
0062195514,item_0062195514,,0.0,4.0,A1237ROTM7659,0142800562|0151008116|0099451956|0307275639|0060538120,"I enjoy reading books like book_0099297701, book_0007172826, book_014029628X, book_0142001430, book_0060392827, book_0060987103. Can you recommend similar books I might enjoy?",1,"The user likes: book_0099297701, book_0007172826, book_014029628X, book_0142001430, book_0060392827","I enjoy reading books like book_0099297701, book_0007172826, book_014029628X, book_0142001430, book_0060392827, book_0060987103. Can you recommend similar books I might enjoy?",1,0062195514|0062198890|0230342205|0307576531|0062294377,0062195514
0061963135,item_0061963135,,0.0,4.0,A126KX6FVI4T66,0061470856|0061364088|0142417114|0300017405|0060739479,"I enjoy reading books like book_0140145346, book_0140714766, book_0060956445, book_0192835793, book_0140348107, book_0143142372. Can you recommend similar books I might enjoy?",1,"The user likes: book_0140145346, book_0140714766, book_0060956445, book_0192835793, book_0140348107","I enjoy reading books like book_0140145346, book_0140714766, book_0060956445, book_0192835793, book_0140348107, book_0143142372. Can you recommend similar books I might enjoy?",1,0061963135|0062077902|0061449725|0062088513|0062092995|0062071858|0062232509|0060792833,0061963135
0061138061,item_0061138061,,0.0,4.0,A126YLPKFPNQDS,0142402516|0060848367|0060849916|0060796677|0060788704,"I enjoy reading books like book_0099911701, book_015204566X, book_0061009059, book_0062019805, book_0060572965, book_0060572973. Can you recommend similar books I might enjoy?",1,"The user likes: book_0099911701, book_015204566X, book_0061009059, book_0062019805, book_0060572965","I enjoy reading books like book_0099911701, book_015204566X, book_0061009059, book_0062019805, book_0060572965, book_0060572973. Can you recommend similar books I might enjoy?",1,0061138061|0061957895|0061957917|0062227327|006178320X|0061957933|0062289233,0061138061
0140445056,item_0140445056,,0.0,4.0,A12A08OL0TZY0W,0192835505|0140440356|0143039717|0140187707|0141441321,"I enjoy reading books like book_0061209198, book_014010870X, book_0060556579, book_0300023731, book_0224020897, book_0140441824. Can you recommend similar books I might enjoy?",1,"The user likes: book_0061209198, book_014010870X, book_0060556579, book_0300023731, book_0224020897","I enjoy reading books like book_0061209198, book_014010870X, book_0060556579, book_0300023731, book_0224020897, book_0140441824. Can you recommend similar books I might enjoy?",1,0140445056|0141441453|009952712X|0140183574|0192880519|0140183957|0156027518|015109179X|0140449590|0060908548|0141023961|0300169434|0099490668|0140187286|0060518650|0307278581,0140445056
0062065890,item_0062065890,,0.0,4.0,A12IWE25EQHAL4,0062115391|0061257095|0061231452|014242899X|014242207X,"I enjoy reading books like book_0061957844, book_014242059X, book_0060958022, book_0156034336, book_0062012320, book_0061251836. Can you recommend similar books I might enjoy?",1,"The user likes: book_0061957844, book_014242059X, book_0060958022, book_0156034336, book_0062012320","I enjoy reading books like book_0061957844, book_014242059X, book_0060958022, book_0156034336, book_0062012320, book_0061251836. Can you recommend similar books I might enjoy?",1,0062065890|0062068644|006213051X|006207203X|0147508436|0061999164,0062065890
0062133438,item_0062133438,,0.0,4.0,A12MZKD80BQI2K,0307389006|030738604X|006136827X|0143119605|0307387437,"I enjoy reading books like book_0143035371, book_0143034480, book_0060518499, book_0007228023, book_0143058754, book_0060583010. Can you recommend similar books I might enjoy?",1,"The user likes: book_0143035371, book_0143034480, book_0060518499, book_0007228023, book_0143058754","I enjoy reading books like book_0143035371, book_0143034480, book_0060518499, book_0007228023, book_0143058754, book_0060583010. Can you recommend similar books I might enjoy?",1,0062133438|0062120395|0143125478|0307271609|0140049975,0062133438
014241493X,item_014241493X,,0.0,4.0,A12OB10E5L01V0,014241882X|014241977X|0061852074|006149190X|0307245306,"I enjoy reading books like book_0061914657, book_0061779814, book_0060541431, book_014241980X, book_0061140201, book_0061706264. Can you recommend similar books I might enjoy?",1,"The user likes: book_0061914657, book_0061779814, book_0060541431, book_014241980X, book_0061140201","I enjoy reading books like book_0061914657, book_0061779814, book_0060541431, book_014241980X, book_0061140201, book_0061706264. Can you recommend similar books I might enjoy?",1,014241493X|0062032992|0062068539|0062084232|0061974552|0062060759,014241493X
0140432140,item_0140432140,,0.0,4.0,A12RI2CLUGCZ26,0140244883|0143115693|0060852267|0140112901|0140185399,"I enjoy reading books like book_030726310X, book_0141439491, book_0006145388, book_0099526832, book_0007154615, book_0307386171. Can you recommend similar books I might enjoy?",1,"The user likes: book_030726310X, book_0141439491, book_0006145388, book_0099526832, book_0007154615","I enjoy reading books like book_030726310X, book_0141439491, book_0006145388, book_0099526832, book_0007154615, book_0307386171. Can you recommend similar books I might enjoy?",1,0140432140|014200331X|0061876763|0140188444|0060959037|0307360814,0140432140
0061133973,item_0061133973,,0.0,4.0,A12RMAJXRPQWTY,0099494175|0307385914|0307472248|0099459051|0307387437,"I enjoy reading books like book_0099472287, book_0307381277, book_0307265439, book_0307387208, book_0143144529, book_0307387216. Can you recommend similar books I might enjoy?",1,"The user likes: book_0099472287, book_0307381277, book_0307265439, book_0307387208, book_0143144529","I enjoy reading books like book_0099472287, book_0307381277, book_0307265439, book_0307387208, book_0143144529, book_0307387216. Can you recommend similar books I might enjoy?",1,0061133973|0307360814|0143123300|0307267571|030737887X,0061133973
0062248634,item_0062248634,,0.0,4.0,A12X7K54734QXE,0061706302|0061958743|0062049690|006211946X|0307378721,"I enjoy reading books like book_0307266931, book_006180259X, book_0307461661, book_006170301X, book_0151010897, book_0307450589. Can you recommend similar books I might enjoy?",1,"The user likes: book_0307266931, book_006180259X, book_0307461661, book_006170301X, book_0151010897","I enjoy reading books like book_0307266931, book_006180259X, book_0307461661, book_006170301X, book_0151010897, book_0307450589. Can you recommend similar books I might enjoy?",1,0062248634|0062273221|0199315736|0199360316|0062220500,0062248634
