id,title,category,price,rating,user_id,remaining_interaction_string,query,classification,preferences,new_query,target_count,targets,primary_target_id
2524,"Towering Inferno, The (1974)",Action,0.0,4.0,101,2094|3755|2353|1801|2617,"I enjoy movies like Far and Away (1992), Herbie Rides Again (1974), Great Muppet Caper, The (1981), Fair Game (1995), European Vacation (1985), Star Wars: Episode VI - Return of the Jedi (1983). I generally like drama romance adventure children s comedy films. Can you recommend similar movies I might enjoy?",1,"The user likes: Far and Away (1992), Herbie Rides Again (1974), Great Muppet Caper, The (1981), Fair Game (1995), European Vacation (1985)","I enjoy movies like Far and Away (1992), Herbie Rides Again (1974), Great Muppet Caper, The (1981), Fair Game (1995), European Vacation (1985), Star Wars: Episode VI - Return of the Jedi (1983). I generally like drama romance adventure children s comedy films. Can you recommend similar movies I might enjoy?",1,2524|1385|3268|546|376|292|2616|1544|360|2642|2412|208|3841,2524
923,Citizen Kane (1941),Drama,0.0,4.0,1010,36|2195|1213|247|246,"I enjoy movies like Star Wars: Episode VI - Return of the Jedi (1983), Taxi Driver (1976), Ed Wood (1994), When We Were Kings (1996), Freeway (1996), Usual Suspects, The (1995). I generally like action adventure romance sci drama thriller films. Can you recommend similar movies I might enjoy?",1,"The user likes: Star Wars: Episode VI - Return of the Jedi (1983), Taxi Driver (1976), Ed Wood (1994), When We Were Kings (1996), Freeway (1996)","I enjoy movies like Star Wars: Episode VI - Return of the Jedi (1983), Taxi Driver (1976), Ed Wood (1994), When We Were Kings (1996), Freeway (1996), Usual Suspects, The (1995). I generally like action adventure romance sci drama thriller films. Can you recommend similar movies I might enjoy?",1,923|1197|1234|910|2804|3735|1242|1953|3751|2329|2966|3952|3148|1304|1954|2528|3384|1371|2611|3949|3897|2391|1288|2997|2959|2396|2336,923
1957,Chariots of Fire (1981),Drama,0.0,4.0,1012,1959|1088|2100|2406|2942,"I enjoy movies like Sense and Sensibility (1995), Aladdin (1992), Lion King, The (1994), Muppet Christmas Carol, The (1992), Misérables, Les (1995), Prince of Egypt, The (1998). I generally like drama romance animation children s comedy films. Can you recommend similar movies I might enjoy?",1,"The user likes: Sense and Sensibility (1995), Aladdin (1992), Lion King, The (1994), Muppet Christmas Carol, The (1992), Misérables, Les (1995)","I enjoy movies like Sense and Sensibility (1995), Aladdin (1992), Lion King, The (1994), Muppet Christmas Carol, The (1992), Misérables, Les (1995), Prince of Egypt, The (1998). I generally like drama romance animation children s comedy films. Can you recommend similar movies I might enjoy?",1,1957|1246|1185|1956,1957
3157,Stuart Little (1999),Children's,0.0,4.0,1013,1188|2390|2174|1307|1073,"I enjoy movies like Abbott and Costello Meet Frankenstein (1948), Fatal Attraction (1987), Father of the Bride (1950), Godfather: Part II, The (1974), Some Like It Hot (1959), Toy Story 2 (1999). I generally like comedy horror thriller action crime drama films. Can you recommend similar movies I might enjoy?",1,"The user likes: Abbott and Costello Meet Frankenstein (1948), Fatal Attraction (1987), Father of the Bride (1950), Godfather: Part II, The (1974), Some Like It Hot (1959)","I enjoy movies like Abbott and Costello Meet Frankenstein (1948), Fatal Attraction (1987), Father of the Bride (1950), Godfather: Part II, The (1974), Some Like It Hot (1959), Toy Story 2 (1999). I generally like comedy horror thriller action crime drama films. Can you recommend similar movies I might enjoy?",1,3157|911|3061|1125,3157
3363,American Graffiti (1973),Comedy,0.0,4.0,1015,2406|357|322|574|2144,"I enjoy movies like Godfather, The (1972), Trainspotting (1996), Red Rock West (1992), Silence of the Lambs, The (1991), End of Violence, The (1997), Honeymoon in Vegas (1992). I generally like action crime drama thriller comedy romance films. Can you recommend similar movies I might enjoy?",1,"The user likes: Godfather, The (1972), Trainspotting (1996), Red Rock West (1992), Silence of the Lambs, The (1991), End of Violence, The (1997)","I enjoy movies like Godfather, The (1972), Trainspotting (1996), Red Rock West (1992), Silence of the Lambs, The (1991), End of Violence, The (1997), Honeymoon in Vegas (1992). I generally like action crime drama thriller comedy romance films. Can you recommend similar movies I might enjoy?",1,3363|2131|2932|3733|3167|3498|1161|3244|3194|2239|3738|2779|3040|3015|1941|1228|1207|953|1300|2132|971|955|2927|1231|929|2313|3347|2398|1186|3090|902|1189|154|2988|3075|3011|3217|531|3668|1103|1935|3222|2183|1938|1674|3526|1730|3872|1295|2085|2333|2176|2212|3189|2071|2929|1961|3684|3546|1948|3203|2232|3168|1699|2967|1302|3061|934|932|2069|1643|948|2022|3308|3507|3516|2551|3675|2181|2369|3101|1305|2870|2245|2145|3952|2624|2594|3328|2240|2418|659|3298|1959|3157|2070,3363
1057,Everyone Says I Love You (1996),Comedy,0.0,4.0,1016,3100|3163|1271|348|1834,"I enjoy movies like Godfather: Part II, The (1974), French Connection, The (1971), Grosse Pointe Blank (1997), Moonstruck (1987), Almost Famous (2000), Meet the Parents (2000). I generally like action crime drama thriller comedy film films. Can you recommend similar movies I might enjoy?",1,"The user likes: Godfather: Part II, The (1974), French Connection, The (1971), Grosse Pointe Blank (1997), Moonstruck (1987), Almost Famous (2000)","I enjoy movies like Godfather: Part II, The (1974), French Connection, The (1971), Grosse Pointe Blank (1997), Moonstruck (1987), Almost Famous (2000), Meet the Parents (2000). I generally like action crime drama thriller comedy film films. Can you recommend similar movies I might enjoy?",1,1057|753|7|253|252|1711|2829|2250|1526|1544|3083|3831|3317,1057
1128,"Fog, The (1980)",Horror,0.0,4.0,1017,3175|969|1076|1348|3932,"I enjoy movies like Arsenic and Old Lace (1944), Terminator 2: Judgment Day (1991), Braveheart (1995), Frequency (2000), Jurassic Park (1993), Wes Craven's New Nightmare (1994). I generally like comedy mystery thriller action sci fi films. Can you recommend similar movies I might enjoy?",1,"The user likes: Arsenic and Old Lace (1944), Terminator 2: Judgment Day (1991), Braveheart (1995), Frequency (2000), Jurassic Park (1993)","I enjoy movies like Arsenic and Old Lace (1944), Terminator 2: Judgment Day (1991), Braveheart (1995), Frequency (2000), Jurassic Park (1993), Wes Craven's New Nightmare (1994). I generally like comedy mystery thriller action sci fi films. Can you recommend similar movies I might enjoy?",1,1128|177|2513|1974|382|3013|2328|1999|2719|2517|3837|512|2717|1337|2121|3708|2900|1329|3021|273|2149|3459|2652|2668|2656|3833|1984|12,1128
1968,"Breakfast Club, The (1985)",Comedy,0.0,4.0,1018,3107|2058|6|1049|380,"I enjoy movies like Star Wars: Episode VI - Return of the Jedi (1983), Silence of the Lambs, The (1991), Alien (1979), Star Wars: Episode V - The Empire Strikes Back (1980), Terminator 2: Judgment Day (1991), Star Wars: Episode IV - A New Hope (1977). I generally like action adventure romance sci drama thriller films. Can you recommend similar movies I might enjoy?",1,"The user likes: Star Wars: Episode VI - Return of the Jedi (1983), Silence of the Lambs, The (1991), Alien (1979), Star Wars: Episode V - The Empire Strikes Back (1980), Terminator 2: Judgment Day (1991)","I enjoy movies like Star Wars: Episode VI - Return of the Jedi (1983), Silence of the Lambs, The (1991), Alien (1979), Star Wars: Episode V - The Empire Strikes Back (1980), Terminator 2: Judgment Day (1991), Star Wars: Episode IV - A New Hope (1977). I generally like action adventure romance sci drama thriller films. Can you recommend similar movies I might enjoy?",1,1968|1302|1266|590|3682|3671|553|266|368|2012|1379|318,1968
1189,"Thin Blue Line, The (1988)",Documentary,0.0,4.0,1019,3095|1280|1244|2728|1104,"I enjoy movies like Amadeus (1984), Godfather, The (1972), Grifters, The (1990), Double Indemnity (1944), Blade Runner (1982), Blood Simple (1984). I generally like drama action crime film noir sci films. Can you recommend similar movies I might enjoy?",1,"The user likes: Amadeus (1984), Godfather, The (1972), Grifters, The (1990), Double Indemnity (1944), Blade Runner (1982)","I enjoy movies like Amadeus (1984), Godfather, The (1972), Grifters, The (1990), Double Indemnity (1944), Blade Runner (1982), Blood Simple (1984). I generally like drama action crime film noir sci films. Can you recommend similar movies I might enjoy?",1,1189|162|1649|1050|3306|1254|615|561|150|2988|969|1673|232|2712|14|1366|43|2599|3007|2890|637|3181|515|1358|806|678|2848|1351|382|3328|3948|2692|3140|1997|3467|3176|1204|2932|3163|2976|3535|101|1262|3006|334|1594,1189
3713,"Long Walk Home, The (1990)",Drama,0.0,4.0,102,2763|2987|923|933|1179,"I enjoy movies like Galaxy Quest (1999), Out of Sight (1998), Back to the Future (1985), Taxi Driver (1976), Speed (1994), Back to School (1986). I generally like adventure comedy sci fi action crime films. Can you recommend similar movies I might enjoy?",1,"The user likes: Galaxy Quest (1999), Out of Sight (1998), Back to the Future (1985), Taxi Driver (1976), Speed (1994)","I enjoy movies like Galaxy Quest (1999), Out of Sight (1998), Back to the Future (1985), Taxi Driver (1976), Speed (1994), Back to School (1986). I generally like adventure comedy sci fi action crime films. Can you recommend similar movies I might enjoy?",1,3713|926|922|3099|2212|203|2011|2040,3713
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,0.0,4.0,1020,1573|2167|1676|2490|3020,"I enjoy movies like L.A. Confidential (1997), Star Wars: Episode VI - Return of the Jedi (1983), Crow, The (1994), Pulp Fiction (1994), Blazing Saddles (1974), Indiana Jones and the Last Crusade (1989). I generally like crime film noir mystery action adventure films. Can you recommend similar movies I might enjoy?",1,"The user likes: L.A. Confidential (1997), Star Wars: Episode VI - Return of the Jedi (1983), Crow, The (1994), Pulp Fiction (1994), Blazing Saddles (1974)","I enjoy movies like L.A. Confidential (1997), Star Wars: Episode VI - Return of the Jedi (1983), Crow, The (1994), Pulp Fiction (1994), Blazing Saddles (1974), Indiana Jones and the Last Crusade (1989). I generally like crime film noir mystery action adventure films. Can you recommend similar movies I might enjoy?",1,1237|1997|1945|3897|2313|337|1251|553|1339,1237
969,"African Queen, The (1951)",Action,0.0,4.0,1021,1964|3783|898|1354|446,"I enjoy movies like Devil's Advocate, The (1997), Wolf (1994), Boiler Room (2000), Hamlet (2000), Star Wars: Episode V - The Empire Strikes Back (1980), Godfather, The (1972). I generally like crime horror mystery thriller drama action films. Can you recommend similar movies I might enjoy?",1,"The user likes: Devil's Advocate, The (1997), Wolf (1994), Boiler Room (2000), Hamlet (2000), Star Wars: Episode V - The Empire Strikes Back (1980)","I enjoy movies like Devil's Advocate, The (1997), Wolf (1994), Boiler Room (2000), Hamlet (2000), Star Wars: Episode V - The Empire Strikes Back (1980), Godfather, The (1972). I generally like crime horror mystery thriller drama action films. Can you recommend similar movies I might enjoy?",1,969|750|527|1617|899|593|3629|2396|1248|50|2028|1950|1198|924|1250|260,969
2268,"Few Good Men, A (1992)",Crime,0.0,4.0,1022,2575|17|1678|3897|2610,"I enjoy movies like Boys on the Side (1995), Return to Paradise (1998), American Pie (1999), Boys Don't Cry (1999), Election (1999), Elizabeth (1998). I generally like comedy drama romance war fantasy films. Can you recommend similar movies I might enjoy?",1,"The user likes: Boys on the Side (1995), Return to Paradise (1998), American Pie (1999), Boys Don't Cry (1999), Election (1999)","I enjoy movies like Boys on the Side (1995), Return to Paradise (1998), American Pie (1999), Boys Don't Cry (1999), Election (1999), Elizabeth (1998). I generally like comedy drama romance war fantasy films. Can you recommend similar movies I might enjoy?",1,2268|3160|1682|345|3255|2570|337|1810|685|3178|302,2268
1694,"Apostle, The (1997)",Drama,0.0,4.0,1023,924|940|969|1214|1225,"I enjoy movies like Casablanca (1942), Wrong Trousers, The (1993), Silence of the Lambs, The (1991), Vertigo (1958), Best in Show (2000), Bank Dick, The (1940). I generally like drama romance war animation comedy thriller films. Can you recommend similar movies I might enjoy?",1,"The user likes: Casablanca (1942), Wrong Trousers, The (1993), Silence of the Lambs, The (1991), Vertigo (1958), Best in Show (2000)","I enjoy movies like Casablanca (1942), Wrong Trousers, The (1993), Silence of the Lambs, The (1991), Vertigo (1958), Best in Show (2000), Bank Dick, The (1940). I generally like drama romance war animation comedy thriller films. Can you recommend similar movies I might enjoy?",1,1694|952|1784|2130,1694
1946,Marty (1955),Drama,0.0,4.0,1024,1265|2020|1944|2396|25,"I enjoy movies like Stand by Me (1986), West Side Story (1961), Annie Hall (1977), Casablanca (1942), Graduate, The (1967), Singin' in the Rain (1952). I generally like adventure comedy drama musical romance war films. Can you recommend similar movies I might enjoy?",1,"The user likes: Stand by Me (1986), West Side Story (1961), Annie Hall (1977), Casablanca (1942), Graduate, The (1967)","I enjoy movies like Stand by Me (1986), West Side Story (1961), Annie Hall (1977), Casablanca (1942), Graduate, The (1967), Singin' in the Rain (1952). I generally like adventure comedy drama musical romance war films. Can you recommend similar movies I might enjoy?",1,1946|1639|1674|222,1946
3853,"Tic Code, The (1998)",Drama,0.0,4.0,1026,1617|1252|1284|930|2066,"I enjoy movies like Frequency (2000), Browning Version, The (1994), Double Indemnity (1944), Blade Runner (1982), Laura (1944), Shadow of a Doubt (1943). I generally like drama thriller crime film noir sci films. Can you recommend similar movies I might enjoy?",1,"The user likes: Frequency (2000), Browning Version, The (1994), Double Indemnity (1944), Blade Runner (1982), Laura (1944)","I enjoy movies like Frequency (2000), Browning Version, The (1994), Double Indemnity (1944), Blade Runner (1982), Laura (1944), Shadow of a Doubt (1943). I generally like drama thriller crime film noir sci films. Can you recommend similar movies I might enjoy?",1,3853|3578|3598|3185|3570,3853
1208,Apocalypse Now (1979),Drama,0.0,4.0,1027,1213|318|1221|912|593,"I enjoy movies like Godfather, The (1972), Eyes Wide Shut (1999), Rain Man (1988), Nell (1994), High Fidelity (2000), American Beauty (1999). I generally like action crime drama comedy war adventure films. Can you recommend similar movies I might enjoy?",1,"The user likes: Godfather, The (1972), Eyes Wide Shut (1999), Rain Man (1988), Nell (1994), High Fidelity (2000)","I enjoy movies like Godfather, The (1972), Eyes Wide Shut (1999), Rain Man (1988), Nell (1994), High Fidelity (2000), American Beauty (1999). I generally like action crime drama comedy war adventure films. Can you recommend similar movies I might enjoy?",1,1208|1225|25|529|954,1208
1090,Platoon (1986),Drama,0.0,4.0,1028,3038|1547|2493|608|1280,"I enjoy movies like Sleepers (1996), Rudy (1993), Godfather: Part II, The (1974), Treasure of the Sierra Madre, The (1948), Suddenly, Last Summer (1959), American Beauty (1999). I generally like crime drama action adventure comedy mystery films. Can you recommend similar movies I might enjoy?",1,"The user likes: Sleepers (1996), Rudy (1993), Godfather: Part II, The (1974), Treasure of the Sierra Madre, The (1948), Suddenly, Last Summer (1959)","I enjoy movies like Sleepers (1996), Rudy (1993), Godfather: Part II, The (1974), Treasure of the Sierra Madre, The (1948), Suddenly, Last Summer (1959), American Beauty (1999). I generally like crime drama action adventure comedy mystery films. Can you recommend similar movies I might enjoy?",1,1090|36|2289|3044|800|3386|1617,1090
1211,Wings of Desire (Der Himmel über Berlin) (1987),Comedy,0.0,4.0,1029,919|3424|2243|3072|1307,"I enjoy movies like Top Hat (1935), Jaws (1975), Strawberry and Chocolate (Fresa y chocolate) (1993), Cat from Outer Space, The (1978), Dick (1999), Elizabeth (1998). I generally like comedy musical romance action horror drama films. Can you recommend similar movies I might enjoy?",1,"The user likes: Top Hat (1935), Jaws (1975), Strawberry and Chocolate (Fresa y chocolate) (1993), Cat from Outer Space, The (1978), Dick (1999)","I enjoy movies like Top Hat (1935), Jaws (1975), Strawberry and Chocolate (Fresa y chocolate) (1993), Cat from Outer Space, The (1978), Dick (1999), Elizabeth (1998). I generally like comedy musical romance action horror drama films. Can you recommend similar movies I might enjoy?",1,1211|3608|2797|2926|3397|2463|2736|1297|3398|2738|2301|2413|2134,1211
836,Chain Reaction (1996),Action,0.0,4.0,103,1047|2723|349|1370|2006,"I enjoy movies like Men in Black (1997), Firm, The (1993), Fantasia (1940), Jurassic Park (1993), U-571 (2000), Rocky Horror Picture Show, The (1975). I generally like action adventure comedy sci drama thriller films. Can you recommend similar movies I might enjoy?",1,"The user likes: Men in Black (1997), Firm, The (1993), Fantasia (1940), Jurassic Park (1993), U-571 (2000)","I enjoy movies like Men in Black (1997), Firm, The (1993), Fantasia (1940), Jurassic Park (1993), U-571 (2000), Rocky Horror Picture Show, The (1975). I generally like action adventure comedy sci drama thriller films. Can you recommend similar movies I might enjoy?",1,836|2549|1833|1591|393|1831|849|2808|15|172|2153,836
423,Blown Away (1994),Action,0.0,4.0,1030,3104|1376|1573|1527|1356,"I enjoy movies like Star Wars: Episode IV - A New Hope (1977), Bachelor Party (1984), Jurassic Park (1993), Fatal Attraction (1987), Star Wars: Episode V - The Empire Strikes Back (1980), Butch Cassidy and the Sundance Kid (1969). I generally like action adventure fantasy sci comedy fi films. Can you recommend similar movies I might enjoy?",1,"The user likes: Star Wars: Episode IV - A New Hope (1977), Bachelor Party (1984), Jurassic Park (1993), Fatal Attraction (1987), Star Wars: Episode V - The Empire Strikes Back (1980)","I enjoy movies like Star Wars: Episode IV - A New Hope (1977), Bachelor Party (1984), Jurassic Park (1993), Fatal Attraction (1987), Star Wars: Episode V - The Empire Strikes Back (1980), Butch Cassidy and the Sundance Kid (1969). I generally like action adventure fantasy sci comedy fi films. Can you recommend similar movies I might enjoy?",1,423|2531|153|3257|1373|1562|839|1278|2858|3421|1394|3363|2396,423
1584,Contact (1997),Drama,0.0,4.0,1031,3256|380|1370|165|2993,"I enjoy movies like Chicken Run (2000), Star Wars: Episode V - The Empire Strikes Back (1980), Alien (1979), Star Wars: Episode IV - A New Hope (1977), Raiders of the Lost Ark (1981), Terminator, The (1984). I generally like animation children s comedy action adventure films. Can you recommend similar movies I might enjoy?",1,"The user likes: Chicken Run (2000), Star Wars: Episode V - The Empire Strikes Back (1980), Alien (1979), Star Wars: Episode IV - A New Hope (1977), Raiders of the Lost Ark (1981)","I enjoy movies like Chicken Run (2000), Star Wars: Episode V - The Empire Strikes Back (1980), Alien (1979), Star Wars: Episode IV - A New Hope (1977), Raiders of the Lost Ark (1981), Terminator, The (1984). I generally like animation children s comedy action adventure films. Can you recommend similar movies I might enjoy?",1,1584|924|1200|1301|1077|2664|3175|1396|1253|1676|1653|2287|2140|3927|780|2407,1584
1748,Dark City (1998),Film-Noir,0.0,4.0,1032,1223|2291|1883|2907|1500,"I enjoy movies like One Flew Over the Cuckoo's Nest (1975), Casablanca (1942), Birds, The (1963), Toy Story 2 (1999), Star Wars: Episode VI - Return of the Jedi (1983), Almost Famous (2000). I generally like drama romance war horror animation children films. Can you recommend similar movies I might enjoy?",1,"The user likes: One Flew Over the Cuckoo's Nest (1975), Casablanca (1942), Birds, The (1963), Toy Story 2 (1999), Star Wars: Episode VI - Return of the Jedi (1983)","I enjoy movies like One Flew Over the Cuckoo's Nest (1975), Casablanca (1942), Birds, The (1963), Toy Story 2 (1999), Star Wars: Episode VI - Return of the Jedi (1983), Almost Famous (2000). I generally like drama romance war horror animation children films. Can you recommend similar movies I might enjoy?",1,1748|1252|913|2987|3629|3022|1204|2863|1247|3929,1748
1090,Platoon (1986),Drama,0.0,4.0,1033,2093|2021|2005|2628|1848,"I enjoy movies like Star Wars: Episode IV - A New Hope (1977), Mummy, The (1999), Airplane! (1980), American Beauty (1999), Pitch Black (2000), Terminator 2: Judgment Day (1991). I generally like action adventure fantasy sci horror thriller films. Can you recommend similar movies I might enjoy?",1,"The user likes: Star Wars: Episode IV - A New Hope (1977), Mummy, The (1999), Airplane! (1980), American Beauty (1999), Pitch Black (2000)","I enjoy movies like Star Wars: Episode IV - A New Hope (1977), Mummy, The (1999), Airplane! (1980), American Beauty (1999), Pitch Black (2000), Terminator 2: Judgment Day (1991). I generally like action adventure fantasy sci horror thriller films. Can you recommend similar movies I might enjoy?",1,1090|1242|1210|2944|2202|1408|161|1298|1676|466|2402|2404,1090
