id,title,category,price,rating,user_id,remaining_interaction_string,query,classification,preferences,new_query,target_count,targets,primary_target_id,hit_rate,mrr,ndcgs,fail,pattern_used,direct_hr10,direct_mrr,direct_ndcg
537,The Used,rock emo screamo alternative punk 00s american 2002 emocore hardcore favorites a,0.0,4.0,1011,4385|471|1590|518|7,"I enjoy listening to artists like Funeral for a Friend, nevershoutnever!, Black Veil Brides, Eyes Set to Kill, The Hush Sound, Falling Up. I generally like emo screamo acoustic folk rock music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Funeral for a Friend, nevershoutnever!, Black Veil Brides, Eyes Set to Kill, The Hush Sound","I enjoy listening to artists like Funeral for a Friend, nevershoutnever!, Black Veil Brides, Eyes Set to Kill, The Hush Sound, Falling Up. I generally like emo screamo acoustic folk rock music. Can you recommend similar music artists I might enjoy?",1,537|230|498|687|45|209|378,537,0.5,1.0,0.9609247825245575,0,template_11,0,0.0,0.0
537,The Used,rock emo screamo alternative punk 00s american 2002 emocore hardcore favorites a,0.0,4.0,1012,412|2841|1974|425|907,"I enjoy listening to artists like Destiny's Child, Kanye West, David Gray, Dashboard Confessional, Paramore, Hot Hot Heat. I generally like pop female hip-hop rap best music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Destiny's Child, Kanye West, David Gray, Dashboard Confessional, Paramore","I enjoy listening to artists like Destiny's Child, Kanye West, David Gray, Dashboard Confessional, Paramore, Hot Hot Heat. I generally like pop female hip-hop rap best music. Can you recommend similar music artists I might enjoy?",1,537|209|206|190|230|233,537,0.2,1.0,0.45735927086898054,0,template_11,0,0.0,0.0
3617,Ray LaMontagne,awesome mellow mmmm acoustic folk singer-songwriter soul calm berep shows the lo,0.0,4.0,1015,5972|366|1725|602|1383,"I enjoy listening to artists like Something Corporate, The Fray, Nat King Cole, Nelly Furtado, Shakira, Death Cab for Cutie. I generally like indie emo alternative jazz amazing music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Something Corporate, The Fray, Nat King Cole, Nelly Furtado, Shakira","I enjoy listening to artists like Something Corporate, The Fray, Nat King Cole, Nelly Furtado, Shakira, Death Cab for Cutie. I generally like indie emo alternative jazz amazing music. Can you recommend similar music artists I might enjoy?",1,3617|4177|65|622|2425,3617,0.3,1.0,0.7669719408901708,0,template_11,0,0.0,0.0
227,The Beatles,pop rock classic rock british dance 60's legends 60s the beatles <3 love at firs,0.0,4.0,1016,621|426|220|2628|425,"I enjoy listening to artists like Modest Mouse, blink-182, The White Stripes, Dinosaur Jr., Sebadoh, Iron & Wine. I generally like winter the pop punk alternative music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Modest Mouse, blink-182, The White Stripes, Dinosaur Jr., Sebadoh","I enjoy listening to artists like Modest Mouse, blink-182, The White Stripes, Dinosaur Jr., Sebadoh, Iron & Wine. I generally like winter the pop punk alternative music. Can you recommend similar music artists I might enjoy?",1,227|195|2616|2281|1424|622|1632,227,0.55,1.0,0.9702350735732318,0,template_11,0,0.0,0.0
294,Leona Lewis,talent rnb soul pop female vocalists chill zone fav female singers fav tracks ba,0.0,4.0,1017,328|644|191|1459|161,"I enjoy listening to artists like Colbie Caillat, CÃÂ©line Dion, Nelly Furtado, Cascada, Jordin Sparks, Nickelback. I generally like indie pop female vocalists folk music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Colbie Caillat, CÃÂ©line Dion, Nelly Furtado, Cascada, Jordin Sparks","I enjoy listening to artists like Colbie Caillat, CÃÂ©line Dion, Nelly Furtado, Cascada, Jordin Sparks, Nickelback. I generally like indie pop female vocalists folk music. Can you recommend similar music artists I might enjoy?",1,294|352|3491|318|289|465|349,294,0.3,1.0,0.5199981592607271,0,template_11,0,0.0,0.0
370,Katatonia,hard rock - metal metal rock progressive metal dark-doom doom metal depressive r,0.0,4.0,1018,769|2379|163|3722|811,"I enjoy listening to artists like Shadows Fall, Necrophagist, Nile, Unearth, Chimaira, Heaven Shall Burn. I generally like thrash metal death technical hardcore music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Shadows Fall, Necrophagist, Nile, Unearth, Chimaira","I enjoy listening to artists like Shadows Fall, Necrophagist, Nile, Unearth, Chimaira, Heaven Shall Burn. I generally like thrash metal death technical hardcore music. Can you recommend similar music artists I might enjoy?",1,370|846|186|2374|813,370,1.0,1.0,1.0,0,template_11,0,0.0,0.0
3341,Motion City Soundtrack,i saw them live nostalgia pop punk rock indie rock alternative indie,0.0,4.0,1019,424|190|229|1246|2523,"I enjoy listening to artists like Pedro the Lion, Shakira, The Format, From First to Last, The Dresden Dolls, Os Paralamas do Sucesso. I generally like indie sxsw2006 specials to rock music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Pedro the Lion, Shakira, The Format, From First to Last, The Dresden Dolls","I enjoy listening to artists like Pedro the Lion, Shakira, The Format, From First to Last, The Dresden Dolls, Os Paralamas do Sucesso. I generally like indie sxsw2006 specials to rock music. Can you recommend similar music artists I might enjoy?",1,3341|3468|537|202|517|217|227,3341,0.6,1.0,0.9651366671790967,0,template_11,0,0.0,0.0
197,Tom Waits,autumn 80s rock singer-songwriter 00s american ballad folk 90s live 2008 70s blu,0.0,4.0,102,2640|2639|2637|190|198,"I enjoy listening to artists like Eric Clapton, Thursday, Simon & Garfunkel, U2, John Lennon, Jimmy Eat World. I generally like rock classic emo legend nostalgia music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Eric Clapton, Thursday, Simon & Garfunkel, U2, John Lennon","I enjoy listening to artists like Eric Clapton, Thursday, Simon & Garfunkel, U2, John Lennon, Jimmy Eat World. I generally like rock classic emo legend nostalgia music. Can you recommend similar music artists I might enjoy?",1,197|271|1858|2630|617|192|2626,197,0.5,1.0,0.863899185243306,0,template_11,0,0.0,0.0
227,The Beatles,pop rock classic rock british dance 60's legends 60s the beatles <3 love at firs,0.0,4.0,1020,1043|291|300|378|680,"I enjoy listening to artists like blessthefall, Ashley Tisdale, Panic! At the Disco, Gorillaz, Good Charlotte, Mindless Self Indulgence. I generally like screamo post-hardcore pop dance alternative music. Can you recommend similar music artists I might enjoy?",1,"The user likes: blessthefall, Ashley Tisdale, Panic! At the Disco, Gorillaz, Good Charlotte","I enjoy listening to artists like blessthefall, Ashley Tisdale, Panic! At the Disco, Gorillaz, Good Charlotte, Mindless Self Indulgence. I generally like screamo post-hardcore pop dance alternative music. Can you recommend similar music artists I might enjoy?",1,227|1672|475|1249|1044|466,227,0,0,0,1,error,0,0.0,0.0
163,Pink Floyd,psychedelic rock classic rock rock legends psychedelic progressive rock british ,0.0,4.0,1021,366|1242|159|1372|2136,"I enjoy listening to artists like Bob Dylan, Supertramp, Janis Joplin, Ã¤Â¹ÂÃ§ÂÂ³Ã¨Â­Â², The Rakes, Iggy Pop. I generally like folk singer-songwriter rain 80s spring music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Bob Dylan, Supertramp, Janis Joplin, Ã¤Â¹ÂÃ§ÂÂ³Ã¨Â­Â², The Rakes","I enjoy listening to artists like Bob Dylan, Supertramp, Janis Joplin, Ã¤Â¹ÂÃ§ÂÂ³Ã¨Â­Â², The Rakes, Iggy Pop. I generally like folk singer-songwriter rain 80s spring music. Can you recommend similar music artists I might enjoy?",1,163|735|1412|228|5605|1426|718,163,0.45,1.0,0.7167648729673106,0,template_11,0,0.0,0.0
227,The Beatles,pop rock classic rock british dance 60's legends 60s the beatles <3 love at firs,0.0,4.0,1022,333|599|4165|1042|470,"I enjoy listening to artists like Coldplay, Scissor Sisters, Backstreet Boys, A Rocket to the Moon, Katy Perry, Elvis Presley. I generally like lastfm elitist glam rock so music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Coldplay, Scissor Sisters, Backstreet Boys, A Rocket to the Moon, Katy Perry","I enjoy listening to artists like Coldplay, Scissor Sisters, Backstreet Boys, A Rocket to the Moon, Katy Perry, Elvis Presley. I generally like lastfm elitist glam rock so music. Can you recommend similar music artists I might enjoy?",1,227|951|544|3266|1351|2823,227,0.25,1.0,0.6324197078952322,0,template_11,0,0.0,0.0
466,Ke$ha,electronic pop dance kesha electro pop idol party amazing love at first listen u,0.0,4.0,1023,525|970|906|295|701,"I enjoy listening to artists like Pixie Lott, Vanessa Hudgens, Black Eyed Peas, Far East Movement, Zeca Baleiro, Red Hot Chili Peppers. I generally like pop female teen hip-hop electronic music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Pixie Lott, Vanessa Hudgens, Black Eyed Peas, Far East Movement, Zeca Baleiro","I enjoy listening to artists like Pixie Lott, Vanessa Hudgens, Black Eyed Peas, Far East Movement, Zeca Baleiro, Red Hot Chili Peppers. I generally like pop female teen hip-hop electronic music. Can you recommend similar music artists I might enjoy?",1,466|300|67|289|292|55|89,466,0.15,1.0,0.35513560879968237,0,template_11,0,0.0,0.0
1104,Rammstein,metal industrial metal rock electronic industrial thrash metal beautiful fucking,0.0,4.0,1024,1154|7639|540|4980|519,"I enjoy listening to artists like Nicole Scherzinger, 30 Seconds to Mars, Metallica, Apocalyptica, Gym Class Heroes, Nelly. I generally like pop dance specials to metal music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Nicole Scherzinger, 30 Seconds to Mars, Metallica, Apocalyptica, Gym Class Heroes","I enjoy listening to artists like Nicole Scherzinger, 30 Seconds to Mars, Metallica, Apocalyptica, Gym Class Heroes, Nelly. I generally like pop dance specials to metal music. Can you recommend similar music artists I might enjoy?",1,1104|754|1099|198|1714,1104,0.1,1.0,0.6309297535714575,0,template_11,0,0.0,0.0
6724,John Frusciante,songs for gil experimental rock alternative rock singer-songwriter awesome guita,0.0,4.0,1025,1372|1109|733|630|959,"I enjoy listening to artists like The Blues Brothers, Marek Grechuta, Nirvana, Bob Dylan, King Crimson, Simon & Garfunkel. I generally like blues bad singer-songwriter polish grunge music. Can you recommend similar music artists I might enjoy?",1,"The user likes: The Blues Brothers, Marek Grechuta, Nirvana, Bob Dylan, King Crimson","I enjoy listening to artists like The Blues Brothers, Marek Grechuta, Nirvana, Bob Dylan, King Crimson, Simon & Garfunkel. I generally like blues bad singer-songwriter polish grunge music. Can you recommend similar music artists I might enjoy?",1,6724|706|250|2055|1244|227,6724,0.45,1.0,0.7042307732904171,0,template_11,0,0.0,0.0
1797,Guano Apes,german rock alternative rock alternative rain metal hard rock female vocalists c,0.0,4.0,1026,378|949|2970|25|843,"I enjoy listening to artists like Michael Jackson, Amy Winehouse, Dethklok, MGMT, Soilwork, Billy Idol. I generally like pop legend jazz female death music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Michael Jackson, Amy Winehouse, Dethklok, MGMT, Soilwork","I enjoy listening to artists like Michael Jackson, Amy Winehouse, Dethklok, MGMT, Soilwork, Billy Idol. I generally like pop legend jazz female death music. Can you recommend similar music artists I might enjoy?",1,1797|857|89|1513|959|1463,1797,0,0,0,1,template_11,0,0.0,0.0
257,Mariah Carey,rnb soul legend holiday soundtrack guilty pleasures covers christmas blend diva ,0.0,4.0,1027,292|6226|1253|701|3314,"I enjoy listening to artists like Danity Kane, Bat for Lashes, Electrik Red, The-Dream, Prince, Toni Braxton. I generally like pop rnb alternative indie female music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Danity Kane, Bat for Lashes, Electrik Red, The-Dream, Prince","I enjoy listening to artists like Danity Kane, Bat for Lashes, Electrik Red, The-Dream, Prince, Toni Braxton. I generally like pop rnb alternative indie female music. Can you recommend similar music artists I might enjoy?",1,257|289|295|89|55|331|239,257,0.75,1.0,0.9488229728729384,0,template_11,1,0.2,0.24045
518,Within Temptation,specials to 3mmey gothic metal symphonic metal gothic metal ethereal rock punk 0,0.0,4.0,1028,499|89|1116|982|544,"I enjoy listening to artists like David Cook, The Rasmus, Orianthi, Nickelback, Seether, Hans Zimmer. I generally like american idol specials to rock music. Can you recommend similar music artists I might enjoy?",1,"The user likes: David Cook, The Rasmus, Orianthi, Nickelback, Seether","I enjoy listening to artists like David Cook, The Rasmus, Orianthi, Nickelback, Seether, Hans Zimmer. I generally like american idol specials to rock music. Can you recommend similar music artists I might enjoy?",1,518|230|190|486|1246,518,0.5,1.0,0.9032021360513369,0,template_11,0,0.0,0.0
533,Oasis,rock alternative indie electronica british seen live britpop top scholes song th,0.0,4.0,1029,998|993|203|857|599,"I enjoy listening to artists like Jamie Cullum, The The, Everything but the Girl, Manu Chao, Snow Patrol, Franz Ferdinand. I generally like jazz house fav songs chillout music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Jamie Cullum, The The, Everything but the Girl, Manu Chao, Snow Patrol","I enjoy listening to artists like Jamie Cullum, The The, Everything but the Girl, Manu Chao, Snow Patrol, Franz Ferdinand. I generally like jazz house fav songs chillout music. Can you recommend similar music artists I might enjoy?",1,533|2029|1027|851|2609|227|601,533,0.15,1.0,0.4945133916623382,0,template_11,0,0.0,0.0
250,Bob Marley,reggae rock ska roots reggae mellow chill 70s feelgood sex rock prophets singer-,0.0,4.0,103,53|190|2645|425|207,"I enjoy listening to artists like Linkin Park, Keane, Massive Attack, Dr. Dre, Yann Tiersen, The Cranberries. I generally like rock specials autumn sunshine electronic music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Linkin Park, Keane, Massive Attack, Dr. Dre, Yann Tiersen","I enjoy listening to artists like Linkin Park, Keane, Massive Attack, Dr. Dre, Yann Tiersen, The Cranberries. I generally like rock specials autumn sunshine electronic music. Can you recommend similar music artists I might enjoy?",1,250|1073|877|1130|154|72,250,0,0,0,1,error,0,0.0,0.0
2901,ZZ Top,rock classic rock hard rock blues rock southern rock 80s us 1008 70s texas blues,0.0,4.0,1032,730|562|581|565|735,"I enjoy listening to artists like Buddy Holly, Fleetwood Mac, Queen, Johnny Winter, Janis Joplin, Joe Bonamassa. I generally like rockabilly rock 80's pop hard music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Buddy Holly, Fleetwood Mac, Queen, Johnny Winter, Janis Joplin","I enjoy listening to artists like Buddy Holly, Fleetwood Mac, Queen, Johnny Winter, Janis Joplin, Joe Bonamassa. I generally like rockabilly rock 80's pop hard music. Can you recommend similar music artists I might enjoy?",1,2901|2894|2864|2861,2901,0.95,1.0,0.8499653565361781,0,template_11,1,0.5,0.4809
300,Katy Perry,pop pop rock alternative rock electro pop indie pop katy perry dance female voca,0.0,4.0,1033,1042|1455|959|4767|329,"I enjoy listening to artists like Owl City, Mike Posner, CÃÂ©line Dion, Anastacia, Marilyn Monroe, BeyoncÃÂ©. I generally like electronic indie pop dance female music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Owl City, Mike Posner, CÃÂ©line Dion, Anastacia, Marilyn Monroe","I enjoy listening to artists like Owl City, Mike Posner, CÃÂ©line Dion, Anastacia, Marilyn Monroe, BeyoncÃÂ©. I generally like electronic indie pop dance female music. Can you recommend similar music artists I might enjoy?",1,300|155|288|302|340|292|67,300,0.9,1.0,0.9667147927059906,0,template_11,0,0.0,0.0
1613,Jay-Z,hip-hop rap hip hop jazz american sexy usa top 40 madonna beyonce mellow justin ,0.0,4.0,1034,1918|288|2020|367|545,"I enjoy listening to artists like Bruno Mars, G-Dragon, Obie Trice, Sugababes, JoJo, Green Day. I generally like pop rnb dance kpop hip-hop music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Bruno Mars, G-Dragon, Obie Trice, Sugababes, JoJo","I enjoy listening to artists like Bruno Mars, G-Dragon, Obie Trice, Sugababes, JoJo, Green Day. I generally like pop rnb dance kpop hip-hop music. Can you recommend similar music artists I might enjoy?",1,1613|680|6618|292|2094|907|475,1613,0.7,1.0,0.9766325382721556,0,template_11,0,0.0,0.0
3884,Slowdive,indie rock dream pop shoegaze cigarettes ambient downtempo electronic trip-hop a,0.0,4.0,1035,6205|6414|6582|8680|1131,"I enjoy listening to artists like Goldfrapp, New Order, Mew, Sigur RÃÂ³s, The Smiths, Belle and Sebastian. I generally like electronic dance new wave alternative music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Goldfrapp, New Order, Mew, Sigur RÃÂ³s, The Smiths","I enjoy listening to artists like Goldfrapp, New Order, Mew, Sigur RÃÂ³s, The Smiths, Belle and Sebastian. I generally like electronic dance new wave alternative music. Can you recommend similar music artists I might enjoy?",1,3884|515|3451|52|2289,3884,0.6,1.0,0.7800681387903392,0,template_11,0,0.0,0.0
429,The Smiths,80s power pop alternative indie rock groove indie post-punk new wave rock britis,0.0,4.0,1036,2606|630|430|533|190,"I enjoy listening to artists like Bombay Bicycle Club, Radiohead, Eric Clapton, Dream Theater, Nirvana, Paul McCartney. I generally like indie alternative winter rock classic music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Bombay Bicycle Club, Radiohead, Eric Clapton, Dream Theater, Nirvana","I enjoy listening to artists like Bombay Bicycle Club, Radiohead, Eric Clapton, Dream Theater, Nirvana, Paul McCartney. I generally like indie alternative winter rock classic music. Can you recommend similar music artists I might enjoy?",1,429|227|1089|3676|1416,429,1.0,1.0,1.0,0,template_11,0,0.0,0.0
2894,Buddy Guy,blues classic rock rock guitar chicago blues electric blues bluesrock blue soul ,0.0,4.0,1037,565|735|2834|4251|8126,"I enjoy listening to artists like The Doors, Billie Holiday, Van Morrison, Ben Harper, Ray Charles, Johnny Cash. I generally like rock classic melancholy jazz autumn music. Can you recommend similar music artists I might enjoy?",1,"The user likes: The Doors, Billie Holiday, Van Morrison, Ben Harper, Ray Charles","I enjoy listening to artists like The Doors, Billie Holiday, Van Morrison, Ben Harper, Ray Charles, Johnny Cash. I generally like rock classic melancholy jazz autumn music. Can you recommend similar music artists I might enjoy?",1,2894|2901|8111|1639|728,2894,0.2,1.0,0.7542018831477091,0,template_11,0,0.0,0.0
1005,Robert Palmer,synth pop soft rock album rock blue-eyed soul adult contemporary new wave classi,0.0,4.0,1038,82|1892|877|72|1004,"I enjoy listening to artists like Fad Gadget, Naked Eyes, Propaganda, Suzanne Vega, Gary Numan, Frankie Goes to Hollywood. I generally like british artists miserable new fav music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Fad Gadget, Naked Eyes, Propaganda, Suzanne Vega, Gary Numan","I enjoy listening to artists like Fad Gadget, Naked Eyes, Propaganda, Suzanne Vega, Gary Numan, Frankie Goes to Hollywood. I generally like british artists miserable new fav music. Can you recommend similar music artists I might enjoy?",1,1005|68|995|91|2936|993,1005,0.7,1.0,0.6015714078607701,0,template_11,1,0.1,0.13115454545454547
331,Kanye West,hip-hop rap rnb hip hop favorite club male vocalists love love at first listen s,0.0,4.0,1039,1197|157|1444|5948|1377,"I enjoy listening to artists like System of a Down, Omarion, Slash, Ke$ha, Jay-Z, David Guetta. I generally like metal alternative pop rnb hard music. Can you recommend similar music artists I might enjoy?",1,"The user likes: System of a Down, Omarion, Slash, Ke$ha, Jay-Z","I enjoy listening to artists like System of a Down, Omarion, Slash, Ke$ha, Jay-Z, David Guetta. I generally like metal alternative pop rnb hard music. Can you recommend similar music artists I might enjoy?",1,331|527|1044|1672|475|89|3317,331,0,0,0,1,error,0,0.0,0.0
1041,Gloria,rock screamo post-hardcore hardcore romantic brazilian emo punk acoustic <3 awes,0.0,4.0,104,1038|230|498|705|89,"I enjoy listening to artists like Helloween, 3OH!3, HIM, Cobra Starship, Opeth, Bloodbath. I generally like power metal electronic hip-hop hard music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Helloween, 3OH!3, HIM, Cobra Starship, Opeth","I enjoy listening to artists like Helloween, 3OH!3, HIM, Cobra Starship, Opeth, Bloodbath. I generally like power metal electronic hip-hop hard music. Can you recommend similar music artists I might enjoy?",1,1041|693|1119|289|1249|2664,1041,0.0,0.0,0.0,1,template_11,0,0.0,0.0
